dataset,classifier,accuracy,precision,recall,f1,auc,log_loss,accuracy_std,f1_std,F1,overlap_region_count,mean_feature_relevance,min_feature_relevance,max_feature_relevance,N3,mean_margin,std_margin,min_margin,outlier_score_mean,outlier_percentage,N1,decision_boundary_density,local_density_ratio,cluster_compactness_ratio,n_samples,n_features,imbalance_ratio,majority_class_count,minority_class_count
yeast4,Bagging,,,,,,,,,1.251663762648069,8,0.125,0.0009058440725994,0.2938208852156009,0.07,1.000146353885766,0.0002468538205436,0.9993811887399072,-0.8908355795148248,0.9454177897574124,0.0323450134770889,0.1004043126684636,1.9047348356741975,0.95373869637487,1484,8,28.09803921568627,1433,51
yeast4,Stacking,,,,,,,,,1.251663762648069,8,0.125,0.0009058440725994,0.2938208852156009,0.07,1.000146353885766,0.0002468538205436,0.9993811887399072,-0.8908355795148248,0.9454177897574124,0.0323450134770889,0.1004043126684636,1.9047348356741975,0.95373869637487,1484,8,28.09803921568627,1433,51
03subcl5-600-5-70-BI,SVM,0.72,0.9590914887414984,0.6939886229559167,0.8048537758058194,0.8451127243622857,0.34146594481449655,0.015456030825826177,0.013244622602554403,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,k-NN,0.8283333333333334,0.8679726283499868,0.9359525239814233,0.9005547943985093,0.8076927721322702,1.0509488764617145,0.026666666666666658,0.01724578656230469,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,Decision Tree,0.8150000000000001,0.8881614997592046,0.8900557035366827,0.8885521075567511,0.6694152035469975,6.668075876986674,0.032231799343022866,0.022562602964160676,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,Neural Network,0.8333333333333334,0.8333333333333334,1.0,0.9088690761748678,0.7156501156026629,0.642933886557916,0.026352313834736484,0.015433730415077456,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,Naive Bayes,0.8333333333333334,0.8333333333333334,1.0,0.9088690761748678,0.8398434301049751,0.36866292096376335,0.026352313834736484,0.015433730415077456,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,Random Forest,0.8316666666666667,0.8741453225330126,0.9318502642709161,0.9017231579347706,0.8554528015376299,0.43983999596357365,0.037785946829182106,0.024006465616959315,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,XGBoost,0.8183333333333334,0.8742532908753059,0.9143338320303336,0.8932973984408704,0.846347195931876,0.4317023962946136,0.026034165586355497,0.01623857231666027,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,LightGBM,0.805,0.894085571116505,0.8705308354295489,0.881473193580972,0.8532782408310989,0.4275516363413051,0.013540064007726596,0.007629272204798236,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,Logistic Regression,0.49833333333333335,0.8304980613950155,0.5049769127387712,0.6249052847091012,0.5108494423061276,0.6947569509515065,0.03135814620371131,0.03473455696805558,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,Extra Trees,0.8283333333333334,0.873406263997045,0.9275405418767744,0.8994629548711343,0.843400158970525,0.4537548909553973,0.03822448313726573,0.024636119672520503,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,Bagging,,,,,,,,,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
03subcl5-600-5-70-BI,Stacking,,,,,,,,,0.002072083141319,2,0.5,0.4313689483978496,0.5686310516021503,0.22,1.000004594814556,9.137458484213022e-06,0.9999823344772868,-1.0,1.0,0.1733333333333333,0.1,1.714143179686359,0.6676954170778233,600,2,5.0,500,100
yeast5,SVM,0.9703453453453454,0.49794817927170865,0.9401515151515151,0.6425687078847188,0.9905116729119643,0.0463247795233859,0.006894488137663733,0.0934318627260237,4.197601595086512,8,0.1249999999999999,0.0001627559685409,0.3182240454168207,0.01,3.7628898624184295,1.4186470925693635,0.0252296160569214,-0.8908355795148248,0.9454177897574124,0.013477088948787,0.1004043126684636,1.447326871119924,0.7313921572156321,1484,8,32.72727272727273,1440,44
yeast5,k-NN,0.9831558831558832,0.7655555555555555,0.6237878787878788,0.6799023199023198,0.9708132005107316,0.10593115176292536,0.005628662754478832,0.09049606375475852,4.197601595086512,8,0.1249999999999999,0.0001627559685409,0.3182240454168207,0.01,3.7628898624184295,1.4186470925693635,0.0252296160569214,-0.8908355795148248,0.9454177897574124,0.013477088948787,0.1004043126684636,1.447326871119924,0.7313921572156321,1484,8,32.72727272727273,1440,44
yeast5,Decision Tree,0.9838270088270088,0.7556349206349207,0.7234848484848485,0.7225421637186343,0.8579154687178588,0.5829336881045453,0.006868519345941232,0.11902048171088249,4.197601595086512,8,0.1249999999999999,0.0001627559685409,0.3182240454168207,0.01,3.7628898624184295,1.4186470925693635,0.0252296160569214,-0.8908355795148248,0.9454177897574124,0.013477088948787,0.1004043126684636,1.447326871119924,0.7313921572156321,1484,8,32.72727272727273,1440,44
yeast5,Neural Network,0.9703453453453454,0.0,0.0,0.0,0.2975301593558243,0.39858996531581664,0.008378985023689318,0.0,4.197601595086512,8,0.1249999999999999,0.0001627559685409,0.3182240454168207,0.01,3.7628898624184295,1.4186470925693635,0.0252296160569214,-0.8908355795148248,0.9454177897574124,0.013477088948787,0.1004043126684636,1.447326871119924,0.7313921572156321,1484,8,32.72727272727273,1440,44
yeast5,Naive Bayes,0.623955773955774,0.07452342090562691,1.0,0.13776811637418465,0.9867244087378777,3.376940834661918,0.05114309471785668,0.0417924574232997,4.197601595086512,8,0.1249999999999999,0.0001627559685409,0.3182240454168207,0.01,3.7628898624184295,1.4186470925693635,0.0252296160569214,-0.8908355795148248,0.9454177897574124,0.013477088948787,0.1004043126684636,1.447326871119924,0.7313921572156321,1484,8,32.72727272727273,1440,44
yeast5,Random Forest,0.9817999817999817,0.825,0.5924242424242425,0.6652020202020202,0.9925107430156602,0.039951578975233444,0.009913080617963125,0.16989349490867642,4.197601595086512,8,0.1249999999999999,0.0001627559685409,0.3182240454168207,0.01,3.7628898624184295,1.4186470925693635,0.0252296160569214,-0.8908355795148248,0.9454177897574124,0.013477088948787,0.1004043126684636,1.447326871119924,0.7313921572156321,1484,8,32.72727272727273,1440,44
yeast5,XGBoost,0.9844958594958595,0.7916666666666667,0.7007575757575758,0.7321675847372442,0.9925806416008566,0.03904956480203679,0.006951693744300285,0.09323665038740378,4.197601595086512,8,0.1249999999999999,0.0001627559685409,0.3182240454168207,0.01,3.7628898624184295,1.4186470925693635,0.0252296160569214,-0.8908355795148248,0.9454177897574124,0.013477088948787,0.1004043126684636,1.447326871119924,0.7313921572156321,1484,8,32.72727272727273,1440,44
yeast5,LightGBM,0.9851715351715352,0.7099261849261849,0.8636363636363636,0.7724421963821614,0.9836624025724372,0.05004496035597271,0.00405865506730317,0.029981971961281006,4.197601595086512,8,0.1249999999999999,0.0001627559685409,0.3182240454168207,0.01,3.7628898624184295,1.4186470925693635,0.0252296160569214,-0.8908355795148248,0.9454177897574124,0.013477088948787,0.1004043126684636,1.447326871119924,0.7313921572156321,1484,8,32.72727272727273,1440,44
